id,w,h,search,n_bounds,cx,cy,apothems,fit_rms,strengths,cx_each,cy_each
11-96,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
11-97,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
11-98,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
11-99,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-1,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-10,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-100,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-101,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-102,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-103,1468,2048,open,2,146.302,155.565,67.722;78.563,0.203;0.117,2893;2903,146.178;146.426,155.540;155.589
12-104,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-105,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-106,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-107,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-108,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-109,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-11,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-110,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-111,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-112,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-113,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-114,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-115,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-116,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-117,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-118,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-119,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-12,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-120,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-121,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-122,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-123,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-124,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-125,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-126,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-127,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-128,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-129,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-13,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-130,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-131,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-132,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-133,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-134,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-135,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-136,1468,2048,open,2,146.302,155.565,67.722;78.563,0.203;0.117,2893;2903,146.178;146.426,155.540;155.589
12-137,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-138,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-139,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-14,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-140,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-141,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-142,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-143,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-144,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-145,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-146,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-147,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-148,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-149,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-15,1468,2048,open,2,146.302,155.565,67.722;78.563,0.203;0.117,2893;2903,146.178;146.426,155.540;155.589
12-150,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-151,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-152,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-153,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-154,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-155,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-156,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-157,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-158,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-159,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-16,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-160,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-161,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-162,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-163,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-164,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-165,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-166,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-167,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
12-168,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
12-169,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-17,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-170,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-171,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-172,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-173,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-174,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-175,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-176,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-177,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-178,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-179,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-18,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-180,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-181,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-182,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-183,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-184,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-185,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-186,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-187,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-188,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-189,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-19,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-190,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-191,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-192,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-193,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-194,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-195,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-196,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-197,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-198,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-199,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-2,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-20,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-200,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
12-201,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
12-202,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
12-203,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-204,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2785;2926;1932,146.558;146.562;146.711,156.796;156.779;156.845
12-205,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-206,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-207,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-208,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-209,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-21,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-210,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-211,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-212,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-213,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-214,1468,2048,open,2,146.305,155.560,67.730;78.533,0.201;0.116,2990;2995,146.186;146.424,155.539;155.580
12-215,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-216,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-217,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-218,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-219,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-22,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
12-220,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-221,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-222,1468,2048,open,3,146.599,156.744,57.759;66.580;72.042,0.195;0.143;0.359,2898;2998;2220,146.559;146.561;146.704,156.739;156.710;156.797
12-223,1468,2048,open,3,146.598,156.738,57.734;66.604;72.014,0.189;0.145;0.345,2689;2850;1861,146.561;146.554;146.718,156.737;156.712;156.778
12-224,1468,2048,open,3,146.598,156.738,57.734;66.604;72.014,0.189;0.145;0.345,2689;2850;1861,146.561;146.554;146.718,156.737;156.712;156.778
12-225,1468,2048,open,3,146.598,156.738,57.734;66.604;72.014,0.189;0.145;0.345,2689;2850;1861,146.561;146.554;146.718,156.737;156.712;156.778
12-226,1468,2048,open,2,146.302,155.564,67.717;78.564,0.204;0.118,2810;2830,146.187;146.417,155.539;155.588
12-227,1468,2048,open,3,146.598,156.738,57.734;66.604;72.014,0.189;0.145;0.345,2689;2850;1861,146.561;146.554;146.718,156.737;156.712;156.778
12-228,1468,2048,open,3,146.598,156.738,57.734;66.604;72.014,0.189;0.145;0.345,2689;2850;1861,146.561;146.554;146.718,156.737;156.712;156.778
12-229,1468,2048,open,3,146.598,156.738,57.734;66.604;72.014,0.189;0.145;0.345,2689;2850;1861,146.561;146.554;146.718,156.737;156.712;156.778
12-23,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
