id,file,setCode,number,promoGrouping,rarity,bordered_empirical,black_level,left_px,right_px,top_px,band_top_px,emb_score_std,emb_x_std,emb_y_std,emb_score_enc,emb_x_enc,emb_y_enc,top_px_v2
1-8-P1,images/1-8-P1.jpg,1,8,P1,Special,True,1.0,60,60,65,1907,0.6344,640,1900,0.3379,557,1886,65
1-80,images/1-80.jpg,1,80,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
1-81,images/1-81.jpg,1,81,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
1-82,images/1-82.jpg,1,82,,Legendary,True,1.0,60,60,66,1907,0.9939,650,1900,0.337,567,1886,66
1-83,images/1-83.jpg,1,83,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
1-84,images/1-84.jpg,1,84,,Rare,True,1.0,60,60,66,1907,0.6222,648,1900,0.353,576,1886,66
1-85,images/1-85.jpg,1,85,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.353,576,1886,65
1-86,images/1-86.jpg,1,86,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
1-87,images/1-87.jpg,1,87,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
1-88,images/1-88.jpg,1,88,,Super Rare,True,1.0,60,60,65,1907,0.6561,641,1900,0.3368,735,1886,65
1-89,images/1-89.jpg,1,89,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
1-9,images/1-9.jpg,1,9,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.353,576,1886,65
1-9-C2,images/1-9-C2.jpg,1,9,C2,Special,False,80.0,-1,-1,-1,-1,0.168,737,1852,0.9853,650,1900,-1
1-9-P1,images/1-9-P1.jpg,1,9,P1,Special,True,1.0,60,60,66,1907,0.6321,640,1900,0.3372,557,1886,66
1-90,images/1-90.jpg,1,90,,Super Rare,True,1.0,60,60,67,1907,0.6548,641,1900,0.3363,735,1886,66
1-91,images/1-91.jpg,1,91,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
1-92,images/1-92.jpg,1,92,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
1-93,images/1-93.jpg,1,93,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
1-94,images/1-94.jpg,1,94,,Rare,True,1.0,60,60,66,1907,0.6228,648,1900,0.3529,576,1886,65
1-95,images/1-95.jpg,1,95,,Uncommon,True,1.0,60,60,66,1907,0.6458,645,1900,0.3565,737,1886,66
1-96,images/1-96.jpg,1,96,,Common,True,1.0,60,60,65,1907,0.7423,647,1900,0.3613,733,1886,65
1-97,images/1-97.jpg,1,97,,Rare,True,1.0,60,60,65,1907,0.6228,648,1900,0.3529,576,1886,65
1-98,images/1-98.jpg,1,98,,Common,True,1.0,60,60,66,1907,0.7407,647,1900,0.3612,733,1886,66
1-99,images/1-99.jpg,1,99,,Uncommon,True,1.0,60,60,66,1907,0.6457,645,1899,0.356,737,1886,66
10-1,images/10-1.jpg,10,1,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,67
10-10,images/10-10.jpg,10,10,,Common,True,11.0,61,62,68,1907,0.7384,647,1900,0.3603,733,1886,67
10-100,images/10-100.jpg,10,100,,Rare,True,11.0,61,61,67,1907,0.6169,647,1900,0.3503,576,1886,67
10-101,images/10-101.jpg,10,101,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
10-102,images/10-102.jpg,10,102,,Rare,True,11.0,65,143,67,1991,0.3433,658,1855,0.2862,565,1850,67
10-103,images/10-103.jpg,10,103,,Rare,True,11.0,60,60,66,1907,0.6186,647,1900,0.3513,576,1886,66
10-104,images/10-104.jpg,10,104,,Uncommon,True,11.0,61,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
10-105,images/10-105.jpg,10,105,,Common,True,11.0,60,61,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-106,images/10-106.jpg,10,106,,Common,True,11.0,60,60,229,1907,0.7384,647,1900,0.3603,733,1886,194
10-107,images/10-107.jpg,10,107,,Common,True,11.0,61,60,68,1907,0.7401,647,1900,0.3604,733,1886,67
10-108,images/10-108.jpg,10,108,,Common,True,11.0,60,61,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-109,images/10-109.jpg,10,109,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-11,images/10-11.jpg,10,11,,Common,True,11.0,61,60,79,1907,0.7384,647,1900,0.3603,733,1886,71
10-110,images/10-110.jpg,10,110,,Common,True,11.0,60,60,112,1907,0.7384,647,1900,0.3603,733,1886,97
10-111,images/10-111.jpg,10,111,,Uncommon,True,11.0,61,60,339,1907,0.6453,645,1899,0.3561,737,1886,116
10-112,images/10-112.jpg,10,112,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
10-113,images/10-113.jpg,10,113,,Uncommon,True,11.0,59,60,65,1907,0.6462,646,1899,0.3571,737,1886,65
10-114,images/10-114.jpg,10,114,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-115,images/10-115.jpg,10,115,,Uncommon,True,11.0,60,60,67,1907,0.6442,645,1899,0.3554,737,1886,66
10-116,images/10-116.jpg,10,116,,Super Rare,True,11.0,60,91,67,1907,0.6505,641,1900,0.3354,736,1886,67
10-117,images/10-117.jpg,10,117,,Super Rare,True,11.0,60,61,67,1907,0.6505,641,1900,0.3354,736,1886,67
10-118,images/10-118.jpg,10,118,,Legendary,True,11.0,60,60,65,1907,0.7476,645,1900,0.3563,738,1886,65
10-119,images/10-119.jpg,10,119,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
10-12,images/10-12.jpg,10,12,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
10-120,images/10-120.jpg,10,120,,Common,True,11.0,60,60,68,1907,0.7384,647,1900,0.3603,733,1886,68
10-121,images/10-121.jpg,10,121,,Rare,True,11.0,60,61,66,1907,0.6186,647,1900,0.3513,576,1886,66
10-122,images/10-122.jpg,10,122,,Rare,True,11.0,60,61,67,1907,0.6186,647,1900,0.3513,576,1886,67
10-123,images/10-123.jpg,10,123,,Rare,True,11.0,59,60,65,1907,0.6093,648,1900,0.3502,576,1886,65
10-124,images/10-124.jpg,10,124,,Super Rare,True,11.0,59,60,65,1907,0.6422,641,1900,0.3356,729,1886,65
10-125,images/10-125.jpg,10,125,,Legendary,True,11.0,59,59,66,1908,0.739,645,1901,0.3572,738,1887,65
10-126,images/10-126.jpg,10,126,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3685,563,1885,67
10-127,images/10-127.jpg,10,127,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-128,images/10-128.jpg,10,128,,Rare,True,11.0,60,60,66,1907,0.6179,647,1900,0.3509,575,1886,66
10-129,images/10-129.jpg,10,129,,Rare,True,11.0,61,60,67,1907,0.6182,647,1900,0.3503,576,1886,67
10-13,images/10-13.jpg,10,13,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-130,images/10-130.jpg,10,130,,Rare,True,11.0,60,60,66,1907,0.6182,647,1900,0.3503,576,1886,66
10-131,images/10-131.jpg,10,131,,Uncommon,True,11.0,60,60,66,1907,0.6436,645,1899,0.3551,737,1886,66
10-132,images/10-132.jpg,10,132,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,67
10-133,images/10-133.jpg,10,133,,Common,True,11.0,60,60,66,1907,0.74,647,1900,0.3605,733,1886,66
10-134,images/10-134.jpg,10,134,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
10-135,images/10-135.jpg,10,135,,Rare,True,11.0,60,143,67,1991,0.2616,659,1856,0.36,588,1867,67
10-136,images/10-136.jpg,10,136,,Uncommon,True,11.0,60,143,68,1991,0.3322,671,1855,0.2971,582,1866,67
10-137,images/10-137.jpg,10,137,,Uncommon,True,11.0,60,93,67,1907,0.6453,645,1899,0.3561,737,1886,67
10-138,images/10-138.jpg,10,138,,Common,True,11.0,60,60,93,1907,0.7384,647,1900,0.3603,733,1886,77
10-139,images/10-139.jpg,10,139,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
10-14,images/10-14.jpg,10,14,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-140,images/10-140.jpg,10,140,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
10-141,images/10-141.jpg,10,141,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-142,images/10-142.jpg,10,142,,Common,True,11.0,61,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-143,images/10-143.jpg,10,143,,Common,True,11.0,61,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-144,images/10-144.jpg,10,144,,Common,True,11.0,61,128,176,1907,0.7384,647,1900,0.3603,733,1886,146
10-145,images/10-145.jpg,10,145,,Common,True,11.0,60,60,68,1907,0.7384,647,1900,0.3603,733,1886,67
10-146,images/10-146.jpg,10,146,,Common,True,11.0,60,61,68,1907,0.7384,647,1900,0.3603,733,1886,67
10-147,images/10-147.jpg,10,147,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
10-148,images/10-148.jpg,10,148,,Rare,True,11.0,60,60,104,1907,0.5449,653,1900,0.3421,723,1886,80
10-149,images/10-149.jpg,10,149,,Uncommon,True,11.0,59,59,65,1907,0.6462,646,1899,0.3571,737,1886,65
10-15,images/10-15.jpg,10,15,,Uncommon,True,11.0,60,60,224,1907,0.6453,645,1899,0.3561,737,1886,187
10-150,images/10-150.jpg,10,150,,Rare,True,11.0,60,61,67,1907,0.6178,647,1900,0.3505,576,1886,67
10-151,images/10-151.jpg,10,151,,Rare,True,11.0,60,60,68,1907,0.6186,647,1900,0.3513,576,1886,68
10-152,images/10-152.jpg,10,152,,Uncommon,True,11.0,60,61,117,1907,0.6459,645,1900,0.3565,737,1886,99
10-153,images/10-153.jpg,10,153,,Super Rare,True,11.0,59,59,65,1907,0.6422,641,1900,0.3356,729,1886,65
10-154,images/10-154.jpg,10,154,,Legendary,True,11.0,60,60,67,1907,0.7413,645,1900,0.3557,738,1886,67
10-155,images/10-155.jpg,10,155,,Legendary,True,11.0,59,59,66,1907,0.7421,645,1900,0.375,739,1886,65
10-156,images/10-156.jpg,10,156,,Super Rare,True,11.0,60,60,67,1907,0.6505,641,1900,0.3354,736,1886,66
10-157,images/10-157.jpg,10,157,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
10-158,images/10-158.jpg,10,158,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,66
10-159,images/10-159.jpg,10,159,,Rare,True,11.0,59,59,65,1907,0.6093,648,1900,0.3502,576,1886,65
10-16,images/10-16.jpg,10,16,,Rare,True,11.0,60,60,66,1907,0.6186,647,1900,0.3513,576,1886,65
10-160,images/10-160.jpg,10,160,,Common,True,11.0,60,60,93,1907,0.7401,647,1900,0.3604,733,1886,68
10-161,images/10-161.jpg,10,161,,Common,True,11.0,147,60,67,1907,0.7383,647,1900,0.3604,733,1886,67
10-162,images/10-162.jpg,10,162,,Common,True,11.0,60,83,67,1907,0.7383,647,1900,0.3604,733,1886,67
10-163,images/10-163.jpg,10,163,,Uncommon,True,11.0,90,61,68,1907,0.6436,645,1899,0.3551,737,1886,68
10-164,images/10-164.jpg,10,164,,Uncommon,True,11.0,60,60,74,1907,0.6436,645,1899,0.3551,737,1886,71
10-165,images/10-165.jpg,10,165,,Rare,True,11.0,60,61,68,1907,0.6191,647,1900,0.3511,576,1886,68
10-166,images/10-166.jpg,10,166,,Common,True,11.0,61,61,67,1907,0.7376,647,1900,0.36,733,1886,67
10-167,images/10-167.jpg,10,167,,Rare,True,11.0,61,61,67,1907,0.6176,647,1900,0.35,575,1886,67
10-168,images/10-168.jpg,10,168,,Super Rare,True,11.0,61,61,67,1907,0.6502,641,1900,0.3353,736,1886,67
10-169,images/10-169.jpg,10,169,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
10-17,images/10-17.jpg,10,17,,Rare,True,11.0,59,59,65,1907,0.6093,648,1900,0.3502,576,1886,65
10-170,images/10-170.jpg,10,170,,Rare,True,11.0,60,143,68,1991,0.3173,671,1855,0.2892,583,1875,68
10-171,images/10-171.jpg,10,171,,Rare,True,11.0,59,59,65,1907,0.6093,648,1900,0.3502,576,1886,65
10-172,images/10-172.jpg,10,172,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-173,images/10-173.jpg,10,173,,Legendary,True,11.0,60,60,68,1907,0.7303,645,1900,0.3548,739,1886,68
10-174,images/10-174.jpg,10,174,,Super Rare,True,11.0,61,60,68,1907,0.6506,641,1900,0.3356,736,1886,68
10-175,images/10-175.jpg,10,175,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
10-176,images/10-176.jpg,10,176,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-177,images/10-177.jpg,10,177,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-178,images/10-178.jpg,10,178,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-179,images/10-179.jpg,10,179,,Common,True,11.0,60,60,111,1907,0.7384,647,1900,0.3603,733,1886,88
10-18,images/10-18.jpg,10,18,,Rare,True,11.0,60,62,67,1907,0.6177,647,1900,0.3505,576,1886,66
10-18-P3,images/10-18-P3.jpg,10,18,P3,Special,True,11.0,60,60,67,1907,0.3854,780,1900,0.3155,650,1900,67
10-180,images/10-180.jpg,10,180,,Common,True,11.0,61,62,68,1907,0.7384,647,1900,0.3603,733,1886,67
10-181,images/10-181.jpg,10,181,,Common,True,11.0,60,60,69,1907,0.7384,647,1900,0.3603,733,1886,68
10-182,images/10-182.jpg,10,182,,Uncommon,True,11.0,60,60,70,1907,0.6453,645,1899,0.3561,737,1886,68
10-183,images/10-183.jpg,10,183,,Uncommon,True,11.0,60,60,96,1907,0.6453,645,1899,0.3561,737,1886,83
10-184,images/10-184.jpg,10,184,,Uncommon,True,11.0,60,60,146,1907,0.6453,645,1899,0.3561,737,1886,134
10-185,images/10-185.jpg,10,185,,Rare,True,11.0,61,61,67,1907,0.6177,647,1900,0.3504,576,1886,67
10-186,images/10-186.jpg,10,186,,Common,True,11.0,60,60,68,1907,0.7384,647,1900,0.3603,733,1886,68
10-187,images/10-187.jpg,10,187,,Rare,True,11.0,60,60,66,1907,0.6188,647,1900,0.3517,576,1886,66
10-188,images/10-188.jpg,10,188,,Rare,True,11.0,60,60,67,1907,0.6186,647,1900,0.3513,576,1886,67
10-189,images/10-189.jpg,10,189,,Legendary,True,11.0,60,60,67,1907,0.7417,645,1900,0.3569,738,1886,67
10-19,images/10-19.jpg,10,19,,Super Rare,True,11.0,60,61,67,1907,0.6505,641,1900,0.3354,736,1886,66
10-19-P3,images/10-19-P3.jpg,10,19,P3,Special,True,11.0,75,143,67,1991,0.2914,775,1856,0.2568,594,1933,67
10-190,images/10-190.jpg,10,190,,Uncommon,True,11.0,60,60,77,1907,0.6453,645,1899,0.3561,737,1886,71
10-191,images/10-191.jpg,10,191,,Rare,True,11.0,60,62,67,1907,0.6177,647,1900,0.3504,576,1886,67
10-192,images/10-192.jpg,10,192,,Super Rare,True,11.0,59,59,65,1907,0.6422,641,1900,0.3356,729,1886,65
10-193,images/10-193.jpg,10,193,,Uncommon,True,11.0,59,59,65,1907,0.6462,646,1899,0.3571,737,1886,65
10-194,images/10-194.jpg,10,194,,Common,True,11.0,61,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-195,images/10-195.jpg,10,195,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,67
10-196,images/10-196.jpg,10,196,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,67
10-197,images/10-197.jpg,10,197,,Uncommon,True,11.0,60,60,66,1907,0.6442,645,1900,0.3599,737,1886,66
10-198,images/10-198.jpg,10,198,,Uncommon,True,11.0,60,60,67,1907,0.6436,645,1899,0.3551,737,1886,67
10-199,images/10-199.jpg,10,199,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
10-2,images/10-2.jpg,10,2,,Uncommon,True,11.0,59,59,65,1907,0.6462,646,1899,0.3571,737,1886,65
10-20,images/10-20.jpg,10,20,,Super Rare,True,11.0,59,59,65,1907,0.6422,641,1900,0.3356,729,1886,65
10-20-P3,images/10-20-P3.jpg,10,20,P3,Special,True,11.0,60,60,67,1907,0.3856,780,1900,0.3114,650,1900,67
10-200,images/10-200.jpg,10,200,,Rare,True,11.0,61,61,67,1907,0.6176,647,1900,0.35,575,1886,67
10-201,images/10-201.jpg,10,201,,Rare,True,11.0,61,61,67,1907,0.6169,647,1900,0.3503,576,1886,67
10-202,images/10-202.jpg,10,202,,Super Rare,True,11.0,60,143,68,1991,0.3385,658,1855,0.407,597,1876,67
10-203,images/10-203.jpg,10,203,,Uncommon,True,11.0,60,143,67,1991,0.3463,659,1855,0.3339,578,1851,67
10-204,images/10-204.jpg,10,204,,Rare,True,11.0,61,143,67,1991,0.3342,659,1855,0.3193,578,1910,67
10-205,images/10-205.jpg,10,205,,Epic,False,52.0,-1,-1,-1,-1,0.6767,641,1899,0.3658,552,1885,-1
10-206,images/10-206.jpg,10,206,,Epic,True,28.0,0,0,132,1907,0.6664,642,1900,0.367,552,1886,108
10-207,images/10-207.jpg,10,207,,Epic,False,35.0,-1,-1,-1,-1,0.6754,641,1899,0.3657,552,1885,-1
10-208,images/10-208.jpg,10,208,,Epic,False,56.0,-1,-1,-1,-1,0.679,641,1899,0.3666,552,1885,-1
10-209,images/10-209.jpg,10,209,,Epic,True,20.0,0,45,158,1907,0.6688,642,1900,0.368,552,1886,104
10-21,images/10-21.jpg,10,21,,Common,True,11.0,60,61,66,1907,0.7384,647,1900,0.3603,733,1886,66
10-21-P3,images/10-21-P3.jpg,10,21,P3,Special,True,11.0,60,60,166,1907,0.5405,640,1900,0.2876,778,1886,110
10-210,images/10-210.jpg,10,210,,Epic,False,33.0,-1,-1,-1,-1,0.679,641,1899,0.3666,552,1885,-1
10-211,images/10-211.jpg,10,211,,Epic,True,12.0,0,0,262,1907,0.6734,641,1899,0.3664,552,1885,168
10-212,images/10-212.jpg,10,212,,Epic,False,37.0,-1,-1,-1,-1,0.6734,641,1899,0.3643,552,1885,-1
10-213,images/10-213.jpg,10,213,,Epic,True,8.0,0,55,0,1996,0.663,642,1900,0.3656,552,1886,0
10-214,images/10-214.jpg,10,214,,Epic,True,6.0,0,0,227,1907,0.6752,641,1899,0.365,552,1885,192
10-215,images/10-215.jpg,10,215,,Epic,False,98.0,-1,-1,-1,-1,0.6755,641,1899,0.3747,553,1879,-1
10-216,images/10-216.jpg,10,216,,Epic,False,49.0,-1,-1,-1,-1,0.6648,642,1900,0.3662,552,1886,-1
10-217,images/10-217.jpg,10,217,,Epic,False,89.0,-1,-1,-1,-1,0.6744,641,1899,0.3647,552,1885,-1
10-218,images/10-218.jpg,10,218,,Epic,False,37.0,-1,-1,-1,-1,0.664,642,1900,0.366,552,1886,-1
10-219,images/10-219.jpg,10,219,,Epic,True,18.0,0,0,88,1907,0.673,641,1899,0.3645,552,1885,88
10-22,images/10-22.jpg,10,22,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
10-22-P3,images/10-22-P3.jpg,10,22,P3,Special,True,11.0,60,60,134,1907,0.3852,780,1900,0.3029,650,1900,107
10-220,images/10-220.jpg,10,220,,Epic,False,60.0,-1,-1,-1,-1,0.6762,641,1899,0.3655,552,1885,-1
10-221,images/10-221.jpg,10,221,,Epic,False,42.0,-1,-1,-1,-1,0.6659,642,1900,0.3668,552,1886,-1
10-222,images/10-222.jpg,10,222,,Epic,False,33.0,-1,-1,-1,-1,0.6749,641,1899,0.3653,552,1885,-1
10-223,images/10-223.jpg,10,223,,Enchanted,True,13.0,0,0,8,1883,0.4872,644,1894,0.3,741,1872,3
10-224,images/10-224.jpg,10,224,,Enchanted,False,10.0,-1,-1,-1,-1,0.4883,643,1894,0.3322,737,1854,-1
10-225,images/10-225.jpg,10,225,,Enchanted,False,199.0,-1,-1,-1,-1,0.4614,638,1885,0.3036,735,1916,-1
10-226,images/10-226.jpg,10,226,,Enchanted,False,34.0,-1,-1,-1,-1,0.4817,644,1894,0.3027,741,1872,-1
10-227,images/10-227.jpg,10,227,,Enchanted,False,14.0,-1,-1,-1,-1,0.4764,644,1894,0.2932,741,1872,-1
10-228,images/10-228.jpg,10,228,,Enchanted,True,4.0,0,0,221,1885,0.4631,643,1894,0.2477,560,1930,96
10-229,images/10-229.jpg,10,229,,Enchanted,False,32.0,-1,-1,-1,-1,0.4891,644,1894,0.3553,778,1891,-1
10-23,images/10-23.jpg,10,23,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,66
10-23-P3,images/10-23-P3.jpg,10,23,P3,Special,True,29.0,0,27,203,1804,0.3764,652,1885,0.2741,650,1900,70
10-230,images/10-230.jpg,10,230,,Enchanted,True,19.0,0,0,196,1893,0.4928,644,1894,0.2962,742,1872,128
10-231,images/10-231.jpg,10,231,,Enchanted,True,13.0,63,34,64,2010,0.4403,643,1894,0.2744,560,1931,64
10-232,images/10-232.jpg,10,232,,Enchanted,False,38.0,-1,-1,-1,-1,0.4901,644,1894,0.2723,741,1872,-1
10-233,images/10-233.jpg,10,233,,Enchanted,False,29.0,-1,-1,-1,-1,0.4864,644,1894,0.2988,780,1872,-1
10-234,images/10-234.jpg,10,234,,Enchanted,False,61.0,-1,-1,-1,-1,0.4791,644,1894,0.2588,741,1872,-1
10-235,images/10-235.jpg,10,235,,Enchanted,False,51.0,-1,-1,-1,-1,0.4864,648,1890,0.2638,779,1873,-1
10-236,images/10-236.jpg,10,236,,Enchanted,True,21.0,107,74,0,1824,0.4869,644,1894,0.2733,742,1872,0
10-237,images/10-237.jpg,10,237,,Enchanted,False,17.0,-1,-1,-1,-1,0.4772,644,1894,0.2705,775,1905,-1
10-238,images/10-238.jpg,10,238,,Enchanted,True,17.0,109,324,104,1888,0.4646,644,1893,0.2676,564,1853,58
10-239,images/10-239.jpg,10,239,,Enchanted,False,50.0,-1,-1,-1,-1,0.4869,644,1894,0.2952,742,1872,-1
10-24,images/10-24.jpg,10,24,,Super Rare,True,11.0,60,61,122,1907,0.6505,641,1900,0.3354,736,1886,104
10-24-P3,images/10-24-P3.jpg,10,24,P3,Special,True,29.0,0,27,203,1804,0.3764,652,1885,0.2741,650,1900,70
10-240,images/10-240.jpg,10,240,,Enchanted,True,16.0,24,0,68,1891,0.4817,644,1894,0.298,780,1873,68
10-241,images/10-241.jpg,10,241,,Iconic,False,28.0,-1,-1,-1,-1,0.3015,640,1885,0.2267,734,1859,-1
10-242,images/10-242.jpg,10,242,,Iconic,False,27.0,-1,-1,-1,-1,0.4232,648,1892,0.2352,561,1927,-1
10-25,images/10-25.jpg,10,25,,Rare,True,11.0,60,60,172,1907,0.6186,647,1900,0.3513,576,1886,157
10-25-P3,images/10-25-P3.jpg,10,25,P3,Special,True,11.0,60,60,65,1907,0.6305,640,1900,0.3364,557,1886,65
10-26,images/10-26.jpg,10,26,,Uncommon,True,11.0,60,60,66,1907,0.6436,645,1899,0.3551,737,1886,66
10-26-P3,images/10-26-P3.jpg,10,26,P3,Special,True,11.0,59,59,65,1907,0.6295,640,1900,0.3361,557,1887,65
10-27,images/10-27.jpg,10,27,,Uncommon,True,11.0,60,60,154,1907,0.6436,645,1899,0.3551,737,1886,130
10-27-P3,images/10-27-P3.jpg,10,27,P3,Special,False,139.0,-1,-1,-1,-1,0.3358,773,1906,0.2711,649,1866,-1
10-28,images/10-28.jpg,10,28,,Common,True,11.0,60,61,68,1907,0.7383,647,1900,0.3604,733,1886,68
10-29,images/10-29.jpg,10,29,,Rare,True,11.0,60,60,67,1907,0.6182,647,1900,0.3503,576,1886,67
10-3,images/10-3.jpg,10,3,,Legendary,True,11.0,60,60,252,1907,0.7301,645,1900,0.3564,738,1886,183
10-30,images/10-30.jpg,10,30,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
10-31,images/10-31.jpg,10,31,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
10-32,images/10-32.jpg,10,32,,Legendary,True,11.0,60,61,67,1907,0.7262,645,1899,0.3537,739,1886,67
10-33,images/10-33.jpg,10,33,,Common,True,11.0,61,61,67,1907,0.7376,647,1900,0.36,733,1886,67
10-34,images/10-34.jpg,10,34,,Rare,True,11.0,63,143,67,1991,0.293,678,1883,0.2838,581,1911,67
10-35,images/10-35.jpg,10,35,,Rare,True,11.0,60,60,66,1907,0.6177,647,1900,0.3504,576,1886,66
10-36,images/10-36.jpg,10,36,,Super Rare,True,11.0,60,60,68,1907,0.6506,641,1900,0.3357,736,1886,67
10-36-P3,images/10-36-P3.jpg,10,36,P3,Special,False,99.0,-1,-1,-1,-1,0.3567,640,1899,0.2965,560,1870,-1
10-37,images/10-37.jpg,10,37,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
10-38,images/10-38.jpg,10,38,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-39,images/10-39.jpg,10,39,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-4,images/10-4.jpg,10,4,,Common,True,11.0,74,61,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-40,images/10-40.jpg,10,40,,Common,True,11.0,60,60,115,1907,0.7384,647,1900,0.3603,733,1886,99
10-41,images/10-41.jpg,10,41,,Common,True,11.0,61,61,125,1907,0.7384,647,1900,0.3603,733,1886,117
10-42,images/10-42.jpg,10,42,,Common,True,11.0,61,61,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-43,images/10-43.jpg,10,43,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
10-44,images/10-44.jpg,10,44,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
10-45,images/10-45.jpg,10,45,,Common,True,11.0,60,60,131,1907,0.7384,647,1900,0.3603,733,1886,104
10-46,images/10-46.jpg,10,46,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
10-47,images/10-47.jpg,10,47,,Uncommon,True,11.0,60,60,66,1907,0.6459,645,1900,0.3565,737,1886,66
10-48,images/10-48.jpg,10,48,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
10-49,images/10-49.jpg,10,49,,Rare,True,11.0,60,60,88,1907,0.6177,647,1900,0.3504,576,1886,75
10-5,images/10-5.jpg,10,5,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
10-50,images/10-50.jpg,10,50,,Rare,True,11.0,60,60,91,1907,0.6177,647,1900,0.3504,576,1886,80
10-51,images/10-51.jpg,10,51,,Rare,True,11.0,60,60,66,1907,0.6186,647,1900,0.3546,575,1886,66
10-52,images/10-52.jpg,10,52,,Rare,True,11.0,61,60,67,1907,0.6177,647,1900,0.3504,576,1886,67
